Notes,County,County Code,Year,Year Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate,Age Adjusted Rate
,"Philadelphia County, PA",42101,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,283,1514694,18.7,19.1
,"Philadelphia County, PA",42101,2009,2009,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,15,1514694,1.0 (Unreliable),0.9 (Unreliable)
,"Philadelphia County, PA",42101,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,41,1526006,2.7,2.8
,"Philadelphia County, PA",42101,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,269,1526006,17.6,17.7
,"Philadelphia County, PA",42101,2010,2010,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,18,1526006,1.2 (Unreliable),1.2 (Unreliable)
,"Schuylkill County, PA",42107,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,148005,7.4 (Unreliable),8.1 (Unreliable)
,"Schuylkill County, PA",42107,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14,148387,9.4 (Unreliable),9.8 (Unreliable)
,"Schuylkill County, PA",42107,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,148463,7.4 (Unreliable),8.3 (Unreliable)
,"Schuylkill County, PA",42107,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,21,148358,14.2,13.9
,"Schuylkill County, PA",42107,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,19,148289,12.8 (Unreliable),12.5 (Unreliable)
,"Somerset County, PA",42111,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,78025,12.8 (Unreliable),14.7 (Unreliable)
,"Somerset County, PA",42111,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12,77742,15.4 (Unreliable),16.7 (Unreliable)
,"Washington County, PA",42125,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,205992,4.9 (Unreliable),4.8 (Unreliable)
,"Washington County, PA",42125,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,206259,5.8 (Unreliable),6.7 (Unreliable)
,"Washington County, PA",42125,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,207240,5.8 (Unreliable),6.8 (Unreliable)
,"Washington County, PA",42125,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18,207820,8.7 (Unreliable),10.6 (Unreliable)
,"Washington County, PA",42125,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14,207820,6.7 (Unreliable),7.5 (Unreliable)
,"Westmoreland County, PA",42129,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18,366559,4.9 (Unreliable),5.3 (Unreliable)
,"Westmoreland County, PA",42129,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,24,366559,6.5,7.5
,"Westmoreland County, PA",42129,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,366318,3.3 (Unreliable),3.6 (Unreliable)
,"Westmoreland County, PA",42129,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,39,366318,10.6,10.8
,"Westmoreland County, PA",42129,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,18,366058,4.9 (Unreliable),5.7 (Unreliable)
,"Westmoreland County, PA",42129,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,29,366058,7.9,8.6
,"Westmoreland County, PA",42129,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15,365259,4.1 (Unreliable),4.4 (Unreliable)
,"Westmoreland County, PA",42129,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,40,365259,11,11.1
,"Westmoreland County, PA",42129,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,365169,3.0 (Unreliable),3.5 (Unreliable)
,"Westmoreland County, PA",42129,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,41,365169,11.2,12.2
,"York County, PA",42133,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,18,418043,4.3 (Unreliable),4.3 (Unreliable)
,"York County, PA",42133,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,27,424919,6.4,6.4
,"York County, PA",42133,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,31,429399,7.2,7.4
,"York County, PA",42133,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,22,433022,5.1,5.2
,"York County, PA",42133,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,36,434972,8.3,7.8
,"Kent County, RI",44003,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,167269,7.2 (Unreliable),7.4 (Unreliable)
,"Kent County, RI",44003,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,167269,6.6 (Unreliable),6.0 (Unreliable)
,"Kent County, RI",44003,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,166766,7.2 (Unreliable),7.2 (Unreliable)
,"Kent County, RI",44003,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,16,166766,9.6 (Unreliable),8.8 (Unreliable)
,"Kent County, RI",44003,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12,166158,7.2 (Unreliable),6.2 (Unreliable)
,"Providence County, RI",44007,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,61,631691,9.7,9.7
,"Providence County, RI",44007,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,28,631691,4.4,4.5
,"Providence County, RI",44007,2006,2006,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,12,631691,1.9 (Unreliable),1.9 (Unreliable)
,"Providence County, RI",44007,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,36,629110,5.7,5.7
,"Providence County, RI",44007,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,34,629110,5.4,5.3
,"Providence County, RI",44007,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,49,627889,7.8,7.6
,"Providence County, RI",44007,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,40,627889,6.4,6.4
,"Providence County, RI",44007,2009,2009,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,10,626304,1.6 (Unreliable),1.7 (Unreliable)
,"Providence County, RI",44007,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,38,626304,6.1,6.2
,"Providence County, RI",44007,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,38,626304,6.1,5.9
,"Providence County, RI",44007,2009,2009,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,10,626304,1.6 (Unreliable),1.4 (Unreliable)
,"Providence County, RI",44007,2010,2010,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,46,626667,7.3,7.1
,"Providence County, RI",44007,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,43,626667,6.9,7
,"Washington County, RI",44009,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,126979,10.2 (Unreliable),10.5 (Unreliable)
,"Aiken County, SC",45003,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,152577,6.6 (Unreliable),6.2 (Unreliable)
,"Aiken County, SC",45003,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12,152577,7.9 (Unreliable),6.9 (Unreliable)
,"Aiken County, SC",45003,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,154814,7.1 (Unreliable),7.0 (Unreliable)
,"Aiken County, SC",45003,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,156896,6.4 (Unreliable),6.5 (Unreliable)
,"Aiken County, SC",45003,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,18,158499,11.4 (Unreliable),10.9 (Unreliable)
,"Aiken County, SC",45003,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,18,160099,11.2 (Unreliable),10.4 (Unreliable)
,"Anderson County, SC",45007,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14,178579,7.8 (Unreliable),8.2 (Unreliable)
,"Anderson County, SC",45007,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,21,181543,11.6,11.4
,"Anderson County, SC",45007,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,23,184520,12.5,12.6
,"Anderson County, SC",45007,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,38,186544,20.4,21
,"Anderson County, SC",45007,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,27,187126,14.4,13.4
,"Berkeley County, SC",45015,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,171099,6.4 (Unreliable),6.2 (Unreliable)
,"Berkeley County, SC",45015,2010,2010,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15,177843,8.4 (Unreliable),9.0 (Unreliable)
,"Charleston County, SC",45019,2006,2006,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,14,334826,4.2 (Unreliable),4.0 (Unreliable)
,"Charleston County, SC",45019,2006,2006,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,334826,3.0 (Unreliable),3.1 (Unreliable)
,"Charleston County, SC",45019,2007,2007,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,25,337147,7.4,7.6
,"Charleston County, SC",45019,2007,2007,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,17,337147,5.0 (Unreliable),5.1 (Unreliable)
,"Charleston County, SC",45019,2008,2008,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,14,341921,4.1 (Unreliable),4.4 (Unreliable)
,"Charleston County, SC",45019,2008,2008,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,16,341921,4.7 (Unreliable),4.6 (Unreliable)
,"Charleston County, SC",45019,2009,2009,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15,346795,4.3 (Unreliable),4.0 (Unreliable)
,"Charleston County, SC",45019,2009,2009,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,19,346795,5.5 (Unreliable),5.3 (Unreliable)
